dominio,ocorrencias
E com a cabeça descaída sobre o peito, dirige-se para o terraço em,1
passos vagarosos, como se fôra a caminho da morte, com o negro véo,1
pendente ao longo das costas. Sem ter olhado para traz, desce a comprida,1
escadaria.,1
O somno de Claudia é agora profundo. Tudo ficou silencioso. Estinguem-se,1
uma a uma, com lentidão, as véllas no candalabro; e o luar, a que o arco,1
sem peias dá passagem, faz projectar o busto de Tiberio na parede,1
fronteira, como um enorme phantasma negro...,1
Estamos n'um dos sitios mais tristes e isolados junto da muralha de,1
Jerusalem. A denegrida alvenaria sobreposta é como gigantea molle, á,1
indecisa luz da madrugada. Ceu torvo, onde as nuvens carregadas desfilam,1
mansamente.,1
Das juncturas das pedras da muralha pendem aqui e alem longas hervas,1
parasitas balouçadas pela aragem fria, e que parecem, á frouxa luz,,1
corpos sem vida de suppliciados.,1
Abre-se na muralha pequena porta, á qual se chega por tortuoso e natural,1
caminho, que, não distante d'ella, passa por sobre um pequenino outeiro.,1
Parallelamente á muralha, alonga-se uma continuidade de penhascos onde,1
os cardos vegetam, e algumas figueiras bravas se contorcem rachiticas.,1
Junto ao sólo, uma caverna abre a sua negra fauce misteriosa.,1
Para alem do pequeno outeiro comprehendido entre a muralha e os,1
penhascos, mal distinguimos ainda o horisonte vasto, árido, sêcco,,1
argiloso e triste.,1
Choveu. Pairam no ambiente exhalações humidas. Relampagos fuzilam de,1
quando em quando; os distantes trovões ribombam roucamente.,1
A custo o dia vem rompendo; os galos cantam ao longe, ao desafio.,1
O ultimo relampago deixou nos vêr junto da porta um soldado romano que é,1
Ampío, fazendo sentinella. Sob a arcada dois vultos estão deitados: são,1
Lauso e Fábio, tambem soldados de Tiberio, porque as sentinellas foram,1
reforçadas na vespera por ordem de Poncio.,1
AMPÍO, tocando com o pé no corpo de um dos que dormem:,1
Erguei-vos, camaradas, pois não deve,1
O negro deus do somno tal imperio,1
Exercer sobre vós, quando do Olympo,1
Cáem com furia as cóleras de Jove.,1
LAUSO accordando:,1
Novamente começa a tempestade?,1
FÁBIO, erguendo-se logo; voz de homem dado ao alcool e praguento:,1
Foi aquelle patife do Vulcano,,1
Que lhe enviou fornecimento novo.,1
LAUSO erguendo-se:,1
Pois ainda troveja?,1
Muito ao longe.,1
FÁBIO,1
O peior é que Phébo, com certeza,,1
Não vem tão cedo.,1
Os galos já cantaram,1
Das bandas do Levante, amigo Fábio.,1
LAUSO,1
Olha! alguem se dirige para aqui.,1
FÁBIO rindo:,1
Talvez seja Noctifer, deus das trevas.,1
E os trez esperam, encostados ás lanças. São seis miseros mercadores,1
avergados ao peso de seus fardos. Quando chegaram em frente dos,1
soldados.,1
UM MERCADOR em tom submisso:,1
É permittida a entrada aos mercadores?,1
A dúvida, meu velho, está sómente,1
Em pagarem tributo ao publicano.,1
O MERCADOR,1
Decerto que pagamos, como é de uso;,1
Mas quando vi trez guardas junto á porta.,1
Fiquei suppondo alguma novidade...,1
Pois quê! não morreu hontem o profeta?,1
Nada mais facil do que haver rebeldes...,1
Conhecemos a vossa grande astucia,1
E o vosso rancor, judeus malditos!,1
O MERCADOR por entre dentes:,1
Maldita Roma!...,1
FÁBIO com uma risada alvar:,1
Eh! lá! Vê como falas,,1
Que o _teu rei_ já não vive!,1
O MERCADOR muito seccamente:,1
Da Judéa,1
Ha muito que fugiu a realeza!,1
E os mercadores entram na cidade, seguidos pelos trez soldados que,1
d'elles chasqueiam.,1
A tempestade vae acalmando; as ultimas nuvens passam mais serenas. Um,1
vulto d'homem arrasta-se, vagaroso, para fóra da caverna, como se fôra,1
um animal silvestre. A custo saíu e a custo distendeu, para se erguer,,1
os membros entorpecidos. É Judas. Traz sobre si a tunica sómente,,1
esfarrapada e suja; cabeça a descoberto, o corpo enlameado, os pés,1
descalsos.,1
JUDAS, que permaneceu por longo tempo com o olhar erguido para o ceu, a,1
voz muito enfraquecida:,1
Vem o dia a nascer das regiões eternas.,1
Depois de ter lançado as iras justiceiras,,1
O grande firmamento agora é mudo e quedo.,1
Na penumbra, os chacaes regressam ás cavernas,,1
E vão pedir a noite ás fendas do rochedo,1
As aves agoureiras.,1
E olhando para a caverna d'onde saíu:,1
Nunca tornes a ouvir o minimo sussurro,,1
Ó treva de amargura e negras maldições!,1
Ó antro, que animei co'o halito do crime,,1
Cae de novo em mudez! As aguas do enxurro,1
Hão de lavar-te ainda, ó meu algoz sublime,,1
Das tectricas visões!,1
Com a cabeça apoiada n'uma das mãos e o cotovello na outra, move-se com,1
passos incertos, indecisos. Senta-se n'um monticulo de pedras; e depois,,1
como reconstruindo mentalmente o que se passou na ante-vespera:,1
Estavam a dormir ao pé das oliveiras,,1
E a Lua derramava em cheio nas clareiras,1
O argentino olhar, o seu formoso pranto.,1
Fui na frente da escolta, e ao avistar-lhe o manto,,1
Caminhei para elle. Ergueu-se, olhou, sorriu...,1
Mas ficou-se indeciso apenas descobriu,1
Dos archotes a luz na solidão campestre.,1
--Adiantei-me. «Deus seja comtigo, Mestre.»,1
Fitou-me silencioso. Aproveitando o ensejo,,1
Dei-lhe a mão desleal, e um repellente beijo,1
Depuz n'aquella face imperturbavel... Ai!,1
Co'um latido feroz toda a matilha sae,1
Da sombra do arvoredo e cerca-o n'um momento!,1
Aos amigos leaes occorre o pensamento,1
Heroico de empregar a força. A gritaria,1
Desperta o olival da funda lethargia.,1
Cresce o tumulto. Um ferro ergue-se ameaçador...,1
Contra mim? Não sei bem, porque me invade o horror.,1
Por entre a ramalhada, aos pios, uma c'ruja,1
Espavorida vae dizendo-me que fuja.,1
E erguendo-se de chofre, animando-se:,1
Percorro velozmente os grandes olivaes;,1
Quando abandono a sombra, entro nos matagaes;,1
O manto esfarrapado o rasto meu indica,,1
Depois a propria carne! A alma, porem, não fica,,1
Pois se olho para traz, sobre a verdura espessa,1
Persegue-me, a rolar em sangue, uma cabeça.,1
Termina de repente o estenso matagal,,1
Foge-me a terra, e vou caír n'um tremedal,1
Onde tenho uma lucta encarniçada e louca:,1
A lama em borbotões entra-me pela bocca,,1
Os limos que eu encontro agitam-se irrequietos,,1
Voam por sobre mim, zumbindo, mil insectos,,1
Fogem nuvens de rãs para logares occultos,,1
E o seu coaxar parece arremetter insultos!,1
Mas saio vencedor e a terra firme alcanço;,1
Então quero parar... mas corro sem descanso.,1
As forças vão fugindo, e julgo que do peito,1
O coração rebenta exanime e desfeito!,1
Não se demora o rio: é tempo emfim! D'um alto,1
Vejo a Lua a brilhar no espelho da agua; salto,,1
Alheio á dôr do corpo, e emquanto vou nadando,1
Sinistramente ao longe um lobo fica uivando.,1
Chego á margem; depois entro por um atalho,1
Escuro e pedregoso onde caíu o orvalho...,1
Afinal, afinal, ó grande Deus, consigo,1
Descobrir de repente o mais seguro abrigo!,1
Abeirando-se da caverna:,1
Sem saber onde estou, a estremecer d'horror,,1
Esfarrapado, ardendo em febre, sem vigor,,1
Ouvindo sempre ao longe uns gritos de tortura,,1
Venho enterrar-me aqui, na treva da amargura,,1
Onde encontro por fim, núas e desgrenhadas,,1
A Consciencia a chorar, a Infamia ás gargalhadas!,1
Ri convulso, com a cabeça entre as mãos. E o écho da caverna,1
responde-lhe longamente...,1
Depois de grande silencio, solta um suspiro d'alívio, e, com os braços,1
pendentes, a cabeça descaída sobre o peito:,1
Eliminei a causa, e agora nem procura,1
A minh'alma saber se existe ou já não dura,1
O effeito. Um assassino é o que vejo em ti,,1
Apertando na mão um pequeno sacco de coiro que em si guardava.,1
O coração refugiou-se aqui,1
Transformado em dinheiro. É prata reluzente,,1
Mas se queres vêr sangue, enterra n'elle o dente!,1
E falas de ambição, tu que possues a marca,1
Das filhas sem pudor do velho patriarcha!...,1
Relembras o incesto horrendo de Thamar,,1
E o crime de Ruben, que ousou enxovalhar,1
A honra de seu pae no leito da madrasta!...,1
E falas de ambição, tu, cuja voz arrasta,1
Em de redor de mim o grande amontoado,1
Das velhas podridões da carne e do peccado!,1
Ferido por um rapido pensamento:,1
--Vou arrojar ao Templo este dinheiro infame,,1
E talvez que o Senhor o seu perdão derrame...,1
Mas detendo-se, hesitante:,1
Tenho medo... não sei...,1
E supersticioso:,1
Era de madrugada,1
E eu ia caminhando em terras d'Ephraím,1
Quando um sapo surgiu d'entre risonha mésse,1
Para vir espreitar meus passos junto á estrada.,1
Esmaguei o!--Se alguem agora me fizesse,1
A mesma cousa, a mim?,1
Compadecído:,1
Meus olhos, vêde a luz que o firmamento inunda,,1
Que a luz tambem se fez para os olhos da serpente!,1
Rasteja para longe, ó animal mesquinho,,1
Deixando atraz de ti a escuridão profunda...,1
Rasteja para longe... e ségue o teu caminho,1
Silenciosamente...,1
A passos lentos, vae-se, costeando a muralha até dobrar o angulo que,1
ella fórma.,1
Duas mulheres, com os rostos occultos por densos véos, sáem da cidade.,1
Alguns passos dados, páram como avergadas pelo cansaço ou pela dôr. São,1
Maria de Bethania e sua irmã Martha.,1
MARIA com o braço pela cintura de Martha, e a voz muito suave e muito,1
resignada:,1
Fica perto da cidade,1
O sepulcro: é no jardim,1
Do José d'Arimathéa.,1
Ao aroma do jasmim,1
Casa-me o aroma da rosa...,1
É tudo meigo e silente,1
N'aquelle triste remanso,1
Onde elle dorme. A corrente,,1
Que vae regar os pomares,,1
Tem uns murmurios tão doces,1
E tão cheios de misterio...,1
Maria, irmã, se tu fosses,1
Contaminar o teu corpo?,1
É prohibido na Lei,1
Ir a um sepulcro...,1
Decerto...,1
É um crime.,1
Sim; bem sei.,1
Mas devo eu conjecturar,1
Que os negros vermes da terra,1
Contaminem moradia,1
Que tanto perfume encerra?,1
As borboletas sómente,,1
Aereos beijos de amor,,1
Hão de poisar junto d'elle,1
Como poisam n'uma flôr,,1
Indo contar em seguida,1
Aos espinhos do balseiro,1
Quanta fragancia divina,1
Exhala aquelle canteiro.,1
... Ao passo que eu viverei,1
Na grande dôr do meu pranto,,1
Como a aranha silenciosa,1
Que fez a teia n'um canto.,1
--No ceu da minha existencia,1
Pairavam tranquillamente,1
Dois flócos de nuvem, que era,1
Como o fumo transparente...,1
Andavam pairando assim,1
Despreoccupados os dois,,1
Para ao sopro d'uma aragem,1
Se desfazerem depois...,1
Fumo illusorio que sobe,1
Mansamente pelo ar,1
E que se esvae n'um instante,1
Ó minha irmã!...,1
E abraçadas, com as frontes reclinadas no hombro uma da outra, soluçam,1
longamente.,1
Vem então da cidade outra mulher, que pelo trajar romano logo se,1
reconhece ser Claudia.,1
CLAUDIA chegando junto de Maria e Martha, cujos rostos se conservam,1
occultos, pára; e depois, poisando a mão no hombro de Maria, diz com voz,1
muito meiga:,1
Porque choras?,1
MARIA que se voltou, reconhecendo-a e baixinho á irmã:,1
Ella?!,1
MARTHA receiosa:,1
Claudia!...,1
Que motivo,1
Gerou no teu seio a Dôr,,1
A negra mãe do gemido?,1
Conta-me tudo, mulher.,1
--Morreu-te um filho, o esposo,,1
Ou um irmão...,1
MARTHA ao ouvido de Maria:,1
Oh! meu Deus!,1
Como o seu falar é outro!,1
Tambem eu soffro ha trez dias,1
D'um enorme soffrimento,,1
E quero que na cidade,1
Fiquem todos conhecendo,1
Quanto Claudia é bondosa,,1
Claudia, que o povo despreza,,1
E quanto chora tambem,1
Pela morte do Profeta.,1
MARIA absôrta:,1
O que oiço!,1
D'uma mulher,1
Taes lamentos recebi,,1
Que um novo ser despertou,1
De chofre dentro de mim.,1
Sonhei depois, e que sonho!,1
Nem mesmo o posso contar...,1
Tão cheio de quietação,,1
De suavidade e de paz,,1
Que fiquei por muito tempo,1
Absorta, de madrugada,,1
Ao construir na memoria,1
Todo o sonho que sonhara.,1
--Eu fugira para longe,,1
Para um paiz tão distante,,1
Que este mundo em que vivemos,1
Não me ficava ao alcance;,1
E alguem cercado de luz,1
E de meigas creancinhas,1
Veio alegre ao meu encontro,1
Nas paragens infinitas...,1
O que te disse?,1
Não sei...,1
Apenas sei que, accordando,,1
Não conheci a minh'alma,1
Transformada por encanto;,1
E por que um plano de morte,1
Estava urdido em segredo,1
Contra o bondoso Profeta,,1
Logo intentei desfazel-o,,1
Supplicando a meu marido,1
Que em seu favor empregasse,1
Todo o auxilio. Impossivel!,1
A suprema divindade,1
Caíra em somno profundo,1
No seu grande leito azul,,1
Deixando que o Nazareno,1
Expirasse n'uma cruz!...,1
MARIA baixinho á irmã:,1
E eu que ainda a accusava!...,1
A minha dôr reparti,1
Comtigo; deves portanto,1
Confiar tudo de mim...,1
MARIA espansiva:,1
Para quê, se tudo sabes?,1
Tudo sei?...,1
Pois que em Judá,1
Nenhum rosto de mulher,1
Por mais ninguem chorará,1
N'este momento.,1
Por Elle?,1
Sim, por Elle, Homem-Misterio,,1
Que voou, como o aroma,1
Da pobre rosa pendida,1
Sobre a haste, dolorida,1
Pela mágua da saúdade...,1
--Vinde comigo, mulheres,,1
D'alfazema e rosmaninho,,1
E vinde, vinde comigo,1
Dispol-os naquelle ninho...,1
E vós, ó mães, que trazeis,1
No ventre o fructo do amor,,1
Purificae-o aspirando,1
O perfume e o calor,,1
Que se evolam brandamente,1
Do sepulcro sorridente,,1
Como as nuvens que perpassam...,1
... Fumo illusorio, que sobe,1
Com lentidão pelo ar,,1
E que se esvae n'um instante,,1
E cala-se, a voz estrangulada pelas lagrimas.,1
CLAUDIA suspeitosa:,1
Estas palavras?... Judía,,1
Impossivel existirem,1
Dois corações como o teu!,1
Já não o tenho: morreu.,1
Como te chamas?,1
E vendo o rosto de Maria que se desvelára:,1
MARIA caíndo de joelhos e beijando-lhe as mãos:,1
Sim! que se roja a teus pés,1
Humildemente contricta,,1
Para dizer-te: mulher,,1
Sê bemdita, sê bemdita!,1
CLAUDIA com a voz cheia de bondade, obrigando Maria a erguer-se e,1
abraçando-a:,1
Ergue-te, ó alma sublime,,1
Que encheste de luz a treva,1
E que tiveste o condão,1
De abafar a voz do crime,1
Co'o soluço do perdão.,1
--Tambem eu ia levar-lhe,1
O meu pranto dolorido,1
Como nunca tive igual.,1
És a mulher que fugiu,1
Para o reino do Ideal...,1
A terra é muito mesquinha,,1
E o vôo da andorinha,1
Convida a voar tambem...,1
Cingindo com os braços Maria e Martha:,1
Partamos, sim, pela estrada,1
Que nos conduz ao misterio.,1
Sorri ao longe a alvorada...,1
Vamos tranquillas, serenas,,1
Bater a cada poisada,,1
E sejam nossas palavras:,1
Levando-as comsigo docemente:,1
Vinde comnosco, mulheres,,1
De alfazema e rosmaninho...,1
E vão-se as trez pela estrada a caminho do sepulcro.,1
O firmamento agora é limpo. Raras estrellas brilham ainda. A luz da,1
madrugada define-se, e a brisa traz os perfumes dos vergeis e trigaes de,1
Gethsemani. Por um pequeno atalho cinco homens avançam para a cidade:,1
João, Gamaliel, Simão Pedra, Eleazar e Simão de Bethania. Todos,1
denunciam no andar e no rosto o abatimento moral em que se encontram, a,1
irresolução, o receio. Chegados em frente da muralha:,1
SIMÃO PEDRA que viera junto de João:,1
Não entres na cidade...,1
És muito conhecido.,1
O Conselho não tem desviado o sentido,1
Dos amigos do Mestre.,1
Olha que talvez pense,1
Em prender-te, e depois nada ha que recompense,1
O inutil sacrificio.,1
Ao teu valor opponho,1
Todo o meu raciocinio.,1
JOÃO que ficára immovel olhando para a muralha da cidade:,1
Ainda julgo um sonho!...,1
GAMALIEL encostado ao bordão, a meia voz, rancoroso:,1
Sobre a cruz aviltante, assim como o homicida,,1
Como o escravo traidor, como o ladrão!...,1
JOÃO irrompendo:,1
Ó Vida,,1
E continúas tu dando vigor a quem,,1
Depois de infamia tal, dorme em Jerusalem!,1
Profetas de Sião, da campa alevantae-vos,1
Para escrever ali com sanguinarios laivos,1
Esta nefanda historia, este inarravel crime!,1
Dobrae Jerusalem, como se dobra um vime,,1
E que a mão do Senhor, terrivel, iracundo,,1
Em látegos crueis com ella açoite o Mundo!,1
Co'a doutrina do Mestre o odio não se casa...,1
GAMALIEL por entre dentes:,1
Mas tambem cicatriza a f'rida o ferro em braza!,1
JOÃO desalentado:,1
E assim tudo acabou!...--Saúdosa Galilea,,1
Onde sorris tranquilla, ó minha pobre aldeia!...,1
Quantas recordações do teu ceu, do teu ar,,1
Dos dias que passei no teu sereno mar,,1
Das noites que dormi na relva da campina,,1
Tão descuidoso! Mãe da excepcional doutrina,,1
Que encheu d'enthusiasmo e risos seductores,1
As almas infantis d'ingénuos pescadores,,1
Fazendo-os caminhar atraz d'uma visão,,1
Confiados, como vae por entre a cerração,1
A barquinha velleira ao descobrir farol!,1
Prados, que sois jardins, e onde o rouxinol,1
Canta serenamente em noites estivaes;,1
Macieiras em flôr; regatos que passaes,,1
Ondeando, como ondeia á brisa, levemente,,1
Da aldeã virginal a trança refulgente...,1
Montanhas de Nain; e tu, ó grande monte,,1
Que te elevas no fundo azul do horisonte,,1
Redondo como um seio a amamentar os astros...,1
Meigo Genezareth, campos, cabanas, mastros,,1
Rochedos, alcantís, seáras e pastagens,,1
Que bordam a primor tuas alegres margens...,1
--Eis aqui finalmente a horrivel derrocada!,1
A solida affeição dos Dôse feita em nada;,1
A cegueira vencendo; a Luz amortecida;,1
A tripudiar em nós um ladrão homicida;,1
E eu, no meio de tudo, extactico e absôrto,,1
Buscando o olhar de Deus na pallidez d'um morto!...,1
--E assim tudo acabou!,1
GAMALIEL avançando para elle nervosamente:,1
Quem fala de acabar?,1
O fogo ainda não se extinguiu no altar,1
Da nossa consciencia, e os rubros holocaustos,1
Onde fomos depôr as almas ainda exhaustos,1
Não deixaram de todo os nossos corações!,1
JOÃO desanimado:,1
Que havemos de fazer?...,1
GAMALIEL animando-se e animando-o:,1
Povos, religiões,,1
Autoridades, leis, é tudo movediço,1
E débil como ao sôpro um tímido aranhiço!,1
Queres dizer então...,1
A lucta?!,1
Braço a braço,,1
Não se deve luctar. Seria um erro crasso,1
Instituir o Bem co'o ferro. Não! Deixae,1
Esse erroneo principio aos filhos de Schammai!,1
JOÃO erguendo-se:,1
O que pensas?,1
Que chega a ser um attentado,1
Á memoria do Mestre abandonar o arado,1
Com que elle andou lavrando a consciencia humana!,1
Eu quero a lucta, sim, mas nunca a lucta insana,,1
Que esfria os corações e purpurisa as ruas!,1
Não quero vêr brilhar ao sol espadas nuas!,1
Impiedades brutaes, odeio-as e renego-as!,1
Mas faláste de lucta.,1
Humilde, mas sem trégoas;,1
Branda, mas incisiva; humana... mas divina!,1
Como arma, aquelle dom secreto que extermina,,1
Ferindo os corações sem que haja soffrimento.,1
Ruge, como o trovão e géme como o vento,,1
Murmúra como a fonte e estála como o raio,,1
Tem a ardencia do fogo e a alvura do desmaio;,1
Dolente, acaricía; em furias, escalavra!,1
Esta arma triunfante, esta arma...,1
JOÃO com o olhar brilhante:,1
É a palavra!,1
Mas logo receioso:,1
Falar ás multidões...?,1
SIMÃO PEDRA tambem receioso:,1
Continuar...?,1
Decerto!,1
Entrando no porvir que Elle deixou aberto.,1
Pois que o Mestre morreu, a alguem cumpre seguir,1
O caminho traçado entrando no porvir,,1
E esse alguem és tu!,1
JOÃO n'um sobresalto:,1
ELEAZAR abraçando-se n'elle, espansivo:,1
Sim, João!,1
SIMÃO incitando-o:,1
Ninguem,1
Melhor que tu!,1
SIMÃO PEDRA secundando já agora Gamaliel:,1
Qual é de nós o que mais tem,1
O verbo inspirador, altivo e fulgorante?,1
JOÃO indeciso:,1
Simão, Gamaliel, amigos... Ai!,1
Ávante!,1
Para gloria do Mestre!,1
E gloria tua!,1
E nossa!,1
É bella a occasião...,1
E quem vos diz que eu possa?...,1
Serás novo profeta, aproveitando o exemplo...,1
GAMALIEL agarrando João por um braço:,1
Vão começar agora os canticos no Templo.,1
Anda comnosco!,1
Vem!,1
Sê forte!,1
GAMALIEL querendo arrastal-o comsigo:,1
N'um instante,,1
De povo te verás cercado...,1
JOÃO n'uma grande espansão:,1
Ávante! Ávante!,1
É preciso arrancar ao morbido lethargo.,1
A doutrina do Mestre!,1
GAMALIEL em doida alegria:,1
Emfim!,1
JOÃO cheio de ardente enthusiasmo messianico:,1
É meu o encargo!,1
O caminho do Bem eu vejo, como outr'ora,1
A escada de Jacob á luz da meiga aurora.,1
Por ella vae subindo um côro triunfal,1
Proclamando no Espaço o amor universal,1
E a guerra sem clemencia ás abjecções e ao vicio.,1
Ávante! Não desabe o sólido edificio,1
De que o Mestre assentou as bases! O thesoiro,1
Da palavra, caíndo em grande chuva de oiro,,1
Enriqueça de novo a consciencia humana!,1
Inspira-me, Senhor! a minha estrada aplana!,1
Tu, que fizeste a luz, tu que fizeste o dia,,1
Uma scentelha só do genio teu envia,1
Ao meu cerebro! Dá-me a força necessaria,1
Que torne a minha voz da tua a emissaria!,1
--Vamos, Gamaliel!,1
GAMALIEL como n'um grito de rebelião, avançando para a cidade:,1
Gloria ao profeta novo!,1
JOÃO vibrantemente:,1
Dou a minha alma a Deus, e a minha vida ao Povo!,1
Entram todos na cidade, ouvindo-se logo a voz de,1
GAMALIEL bradando:,1
Negra Jerusalem, escuta, ó assassina,,1
D'aquelle que morreu a divinal doutrina!,1
E depois, mais distante:,1
Ouve, Jerusalem, que matas os profetas,,1
As palavras que são do teu Senhor dilétas!,1
E os brados do velho doutor da Lei proseguem por longo tempo cada vez,1
menos distinctos, á medida que o grupo se interna pelas estreitas e,1
tortuosas ruas da cidade.,1
No entretanto, Judas voltou do Templo em cuja caixa fôra lançar o,1
dinheiro da traição, e quedou-se encostado á muralha junto ao angulo.,1
D'ali ouvira as ultimas palavras de João e os brados de Gamaliel.,1
JUDAS com desdem:,1
«Gloria ao profeta novo!»--Insensatos! João,,1
Vaes procurar a Morte! E eu... a expiação!,1
Toma pela estrada e n'ella caminha, affastando-se da cidade, mas, vendo,1
alguem que se approxima, recúa e estáca.,1
Maria?!,1
MARIA parando tambem:,1
JUDAS, desvairado:,1
Ah! cobarde salteador,1
D'estrada! Vens talvez trazer o teu amor?,1
O olhar, que seduzia, infunde repugnancia!,1
O hálito d'outr'ora, a virginal frangancia,,1
Que me embriagava, enója! Hálito, corpo, olhar,,1
Ao largo! Vae, mulher! Não poderei amar,1
A carne do meu crime! Odeio-te!,1
MARIA, reposta da primeira impressão, serenamente:,1
Não vim,1
Trazer o meu amor.,1
Que queres tu de mim?,1
Trazes-me o teu perdão?,1
Solta uma risada nervosa.,1
O riso da demencia,1
Nunca ha de suffocar a tua consciencia,,1
Que géme e se revolve em negro torvelinho.,1
Podes rir... mas eu vou seguindo o meu caminho.,1
JUDAS impedindo-lhe a passagem:,1
E a maldição ha de ir seguindo-te as pisadas!,1
A tua maldição... as tuas gargalhadas!...,1
--Como o teu odio é bom!,1
Inda não é bastante,1
Odiar-te! Se de ti fizesse minha amante,,1
Como eu satisfaria este voraz desejo:,1
Ferindo em cada olhar, mordendo em cada beijo!,1
Que ventura, meu Deus! sermos no crime os dois,,1
Fruir o teu amor, e arrojar depois,1
O teu corpo e a paixão de que hoje ainda te nutres,1
Aos ventres bestiaes dos ávidos abutres!,1
--Mulher, posso matar-te! Ao largo! tenho medo!...,1
MARIA muito calma:,1
P'ra sempre guardarei, Judas, o teu segredo:,1
O mundo é tão cruel que aleives não reprime,,1
Se junto da virtude elle descobre o crime.,1
Mas entretanto... foge!,1
JUDAS rindo febril:,1
Acaso me suppões,1
Tão cobarde que vá fugir sem ter razões,1
Mais fortes que o teu odio e a tua hypocrisia?,1
E se o Mestre voltar?,1
JUDAS rindo:,1
Que doida fantasía!,1
Se o visses novamente?,1
JUDAS de subito receioso:,1
Eu? vêl-o?,1
Sim!,1
Não creio!,1
A morte é vasto abismo...,1
MARIA, dogmatica:,1
Abismo, cujo seio,1
Não poderá conter o que era illimitado!,1
JUDAS acobardado:,1
Que dizes tu, mulher?!,1
MARIA em tom profetico:,1
Que dorme inanimado,1
O insecto no casúlo; ao sepulcro sombrio,1
Elle proprio deu forma, urdindo-o, fio a fio,,1
Vagaroso, em silencio, estranho ao mundo vário,,1
Como o trabalhador que não requer salário,1
E que só tem por fim realisar o plano,1
De ha muito concebido. Em vão o olhar humano,1
Procura descobrir o que existe no centro,1
Do casúlo: o misterio é silencioso dentro.,1
Mas depois, certo dia, o homem vê, absôrto,,1
Que o sepulcro é aberto e não encerra o morto!,1
JUDAS tomado de vago terror:,1
Justos ceus!,1
Has de vêr, com a tua alma inquieta,,1
Saír do seu casúlo a enorme borboleta,,1
Que n'esta hora talvez as palpebras descerra,,1
Encher de luz o espaço e de pavôr a terra,,1
Da grandeza de Deus ser vivo testemunho...,1
JUDAS trémulo:,1
E caír sobre mim co'o azorrague em punho!,1
MARIA terrivelmente:,1
Emquanto não voltar, os olhos do covarde,1
Hão de vêl-o assim como hontem o vi á tarde:,1
Co'o respirar opprésso, o corpo no madeiro,,1
Nas angustias da morte, a olhar-te, justiceiro!,1
JUDAS caminhando d'um para outro lado, desvairado:,1
Não pode ser, não creio...,1
MARIA perseguindo-o:,1
Ha de falar-te, Judas,,1
Á tua consciencia abjecta!,1
JUDAS tentando occultar o rosto:,1
Não me illudas,,1
Que eu nada vejo!,1
MARIA erguendo o braço:,1
Vês pairando sobre ti,1
O Remorso, o fantasma eterno!...,1
JUDAS que seguira com o olhar o movimento de Maria, fixa-o na muralha, e,1
apontando tambem, trémulo, allucinado:,1
Ali! ali!,1
Co'aquelle olhar azul que a morte mais esfria!,1
Ergue a fronte... descerra os labios... Ah! dir-se-ia,1
Que vae falar-me!--Oh! cala-te! Fui eu,1
Que te entreguei, ó Mestre, ao inimigo teu!,1
Não me accuses, que sinto em mim a accusação;,1
Tem os dentes da cobra e as garras do leão!,1
Anda aqui dentro--ouviste?--a esfarrapar-me todo!,1
Fica-me pôdre o craneo, e o peito fica em lôdo,,1
Para ser tão nojenta a apparencia que eu tome,,1
Que nem os proprios cães matem comigo a fome!,1
E apontando de novo, como um vidente:,1
O respirar opprésso... o corpo no madeiro...,1
Nas angustias da morte a olhar-me justiceiro...,1
Exactamente!--Eléva os olhos para os ceus;,1
A agonia final chegou: fala com Deus...,1
A cabeça descae no peito: vae morrer...,1
E n'um grito dilacerante, fugindo para junto da caverna:,1
Ai! não! deixa-me em paz! Não! não! Não quero vêr!,1
E resvalando o corpo ao longo dos penhascos, cáe de bruços no chão, o,1
rosto occulto nas mãos, gemendo, offegante.,1
MARIA mais compadecida agora, mas com a voz repassada de austeridade:,1
Insultáste-me ha pouco ainda. Eu tudo esquéço.,1
Tenho a razão bem clara, e tu és um possésso.,1
Quanto ao Mestre, lá tens em ti a accusação...,1
A tua alma está sendo, ó torpe vendilhão,,1
Passiva e sem vigor n'este fatal momento,1
Assim como o enforcado a baloiçar ao vento...,1
--Adeus.,1
E entra na cidade vagarosamente, sem olhar para traz.,1
Ha um grande silencio entrecortado apenas pelos gemidos mal suffocados,1
de Judas. Pouco a pouco, vão-lhe voltando as forças, e então,1
JUDAS erguendo a cabeça e como acordado pela impressão que no seu,1
espirito deixaram as ultimas palavras de Maria:,1
«O enforcado?...»,1
E ergue-se com custo. Interrogando a sua consciencia:,1
Emfim para que existo?,1
Pensa. Tendo apoiado a mão direita na cintura, o contacto da corda com,1
que cinge a tunica desperta-lhe a attenção e aviva-lhe na memoria,1
aquellas palavras de João que elle repéte machinalmente:,1
«As estrigas de linho...»,1
E prevendo o effeito:,1
Um laço... um nó...,1
Resoluto:,1
--É isto!,1
Então, desatando a corda, dobrando-a em duas, formando um nó corredio,,1
vae monologando, febríl, nervosa, sêccamente:,1
Para que hei de fugir, ouvindo a cada instante,1
Correr atraz de mim um grito retumbante,1
E vingador? Fugir?... Sob o azul dos ceus,1
Quem pode combater a cólera de Deus?,1
Inda que fuja sempre, eu sempre retrocedo,,1
Porque é fugir do Eterno o mesmo que estar quedo!,1
Não fugirei!--Se fico, atrocidades cruas...,1
Hei de ser arrastado ahi por essas ruas,,1
Padecerei do povo horríficos flagellos:,1
Vir alguem arrancar-me os olhos, os cabellos,,1
